ID_OKRSKY,Rebelové,MZH,JaSaN,VÝZVA,SMSka,SPD,ČSSD,PŘÍSAHA,Levice,ČR1,SPOLU,Švýcarská dem.,Nevolte Urza.cz,HOP Hydra,Generace,Piráti,Koruna Česká,Volt,PB,AUTO,BPS,ANO,STAN,Kruh,Stačilo!,Voluntia,OBEC,OKRES,ODEVZ_OBAL,PL_HL_CELK,ID_OKRSKY_%,Rebelové_%,MZH_%,JaSaN_%,VÝZVA_%,SMSka_%,SPD_%,ČSSD_%,PŘÍSAHA_%,Levice_%,ČR1_%,SPOLU_%,Švýcarská dem._%,Nevolte Urza.cz_%,HOP Hydra_%,Generace_%,Piráti_%,Koruna Česká_%,Volt_%,PB_%,AUTO_%,BPS_%,ANO_%,STAN_%,Kruh_%,Stačilo!_%,Voluntia_%,NEPL_HLASY_%
16722,14,0,10,11,5,871,21,88,46,21,7429,32,13,0,52,5296,29,24,12,947,21,2941,3188,21,407,28,18006696,1100,21895,21527,77.67919357086448,0.06503460770195568,0.0,0.046453291215682625,0.0510986203372509,0.023226645607841313,4.046081664885957,0.09755191155293352,0.4087889626980072,0.2136851395921401,0.09755191155293352,34.510150044130626,0.1486505318901844,0.06038927858038742,0.0,0.2415571143215497,24.60166302782552,0.13471454452547962,0.11148789891763831,0.05574394945881916,4.399126678125145,0.09755191155293352,13.661912946532262,14.809309239559623,0.09755191155293352,1.890648952478283,0.13006921540391136,0.016807490294587835
56869,56,0,32,43,14,2678,69,357,62,61,16417,113,20,15,241,8575,94,51,43,2580,61,11236,6673,72,1688,94,53022048,1100,52116,51345,110.75859382607848,0.10906612133606,0.0,0.06232349790632,0.08374720031161749,0.027266530334015,5.215697731035155,0.1343850423605025,0.6952965235173825,0.120751777193495,0.11880416788392248,31.97390203525173,0.22007985198169247,0.038952186191449995,0.029214139643587496,0.4693738436069724,16.700749829584186,0.18307527509981497,0.0993280747881975,0.08374720031161749,5.024832018697049,0.11880416788392248,21.883338202356608,12.99639692277729,0.14022787028921999,3.2875645145583796,0.18307527509981497,0.01479392125259038
26273,30,0,13,20,12,1486,22,167,31,35,9556,64,5,10,131,4407,40,26,10,1471,34,5733,3706,41,675,62,21509288,1100,28119,27787,94.5514089322345,0.10796415590024111,0.0,0.04678446755677115,0.07197610393349407,0.043185662360096445,5.347824522258611,0.07917371432684349,0.6010004678446755,0.11156296109691582,0.12595818188361463,34.39018245942347,0.23032353258718108,0.01799402598337352,0.03598805196674704,0.47144348076438625,15.859934501745421,0.14395220786698815,0.0935689351135423,0.03598805196674704,5.293842444308489,0.12235937668693994,20.631950192536078,13.337172058876453,0.14755101306366286,2.429193507755425,0.22312592219383165,0.011806963263273906
74883,54,0,36,36,18,2967,64,376,61,83,18168,116,29,15,218,9606,105,56,36,2781,58,10635,7257,71,1429,90,54524416,1100,55056,54365,137.74119378276464,0.0993286121585579,0.0,0.06621907477237193,0.06621907477237193,0.03310953738618597,5.457555412489653,0.11772279959532787,0.6916214476225513,0.11220454336429689,0.15267175572519084,33.4185597351237,0.21337257426653178,0.053343143566632945,0.02759128115515497,0.4009932861215855,17.669456451761242,0.1931389680860848,0.1030074496459119,0.06621907477237193,5.115423526165731,0.10668628713326589,19.562218339004875,13.348661822863974,0.13059873080106685,2.6285293847144304,0.16554768693092983,0.012550857308921803
2232,2,1,0,1,1,102,2,21,0,3,484,6,0,0,8,130,2,0,0,103,0,611,174,0,60,1,1500873,8106,1737,1712,130.37383177570095,0.11682242990654204,0.05841121495327102,0.0,0.05841121495327102,0.05841121495327102,5.957943925233645,0.11682242990654204,1.2266355140186915,0.0,0.17523364485981308,28.27102803738318,0.35046728971962615,0.0,0.0,0.46728971962616817,7.593457943925233,0.11682242990654204,0.0,0.0,6.016355140186916,0.0,35.6892523364486,10.163551401869158,0.0,3.5046728971962615,0.05841121495327102,0.014392630972941856
76176,0,65,19,57,29,4070,97,634,28,131,13961,142,0,34,200,6057,135,43,0,3174,0,16187,6359,0,2244,75,48047616,7102,54338,53741,141.74652499953478,0.0,0.12095048473232727,0.03535475707560336,0.10606427122681007,0.053962523957499856,7.573361120931876,0.18049533875439608,1.1797324203122384,0.05210174726931022,0.24376174615284418,25.978303343815707,0.26423028972293033,0.0,0.0632664073984481,0.3721553376379301,11.270724400364712,0.2512048529056028,0.08001339759215496,0.0,5.90610520831395,0.0,30.120392251725868,11.832678960197986,0.0,4.175582888297575,0.13955825161422378,0.010986786410983052
5922,0,5,0,0,0,59,1,11,1,2,89,3,0,0,1,54,4,1,0,48,0,287,44,0,40,0,3504361,7102,654,650,911.0769230769231,0.0,0.7692307692307693,0.0,0.0,0.0,9.076923076923077,0.15384615384615385,1.6923076923076923,0.15384615384615385,0.3076923076923077,13.692307692307693,0.46153846153846156,0.0,0.0,0.15384615384615385,8.307692307692308,0.6153846153846154,0.15384615384615385,0.0,7.384615384615385,0.0,44.15384615384615,6.769230769230769,0.0,6.153846153846154,0.0,0.006116207951070374
7704,0,7,1,0,0,62,5,38,0,2,158,2,0,0,2,74,3,0,0,63,0,324,69,0,59,0,4507749,7102,877,869,886.536248561565,0.0,0.805523590333717,0.11507479861910241,0.0,0.0,7.13463751438435,0.5753739930955121,4.372842347525892,0.0,0.23014959723820483,18.181818181818183,0.23014959723820483,0.0,0.0,0.23014959723820483,8.51553509781358,0.34522439585730724,0.0,0.0,7.249712313003452,0.0,37.284234752589185,7.940161104718067,0.0,6.789413118527042,0.0,0.009122006841505104
17430,0,0,11,11,5,790,24,149,14,24,1310,22,0,6,49,752,0,8,0,576,0,4046,1010,0,420,12,10025960,4207,9324,9239,188.65678103690874,0.0,0.0,0.1190605043835913,0.1190605043835913,0.054118411083450585,8.550708951185193,0.25976837320056284,1.6127286502868277,0.15153155103366164,0.25976837320056284,14.179023703864054,0.2381210087671826,0.0,0.06494209330014071,0.5303604286178157,8.139409026950968,0.0,0.08658945773352095,0.0,6.234440956813508,0.0,43.79261824872822,10.931919038857018,0.0,4.545946531009849,0.12988418660028142,0.009116259116259129
2649,0,0,2,0,0,102,1,11,2,2,151,4,0,5,4,73,1,0,0,63,0,454,84,0,71,0,1504428,7102,1042,1030,257.18446601941747,0.0,0.0,0.1941747572815534,0.0,0.0,9.902912621359224,0.0970873786407767,1.0679611650485437,0.1941747572815534,0.1941747572815534,14.660194174757283,0.3883495145631068,0.0,0.48543689320388345,0.3883495145631068,7.087378640776699,0.0970873786407767,0.0,0.0,6.116504854368932,0.0,44.07766990291262,8.155339805825243,0.0,6.893203883495145,0.0,0.01151631477927062
2658,0,0,0,3,0,148,2,26,2,4,389,5,0,2,13,153,3,0,0,106,0,457,216,0,75,0,1504938,7102,1620,1604,165.71072319201997,0.0,0.0,0.0,0.18703241895261846,0.0,9.226932668329177,0.12468827930174563,1.6209476309226933,0.12468827930174563,0.24937655860349126,24.251870324189525,0.3117206982543641,0.0,0.12468827930174563,0.8104738154613467,9.53865336658354,0.18703241895261846,0.0,0.0,6.608478802992519,0.0,28.491271820448876,13.466334164588527,0.0,4.675810473815462,0.0,0.00987654320987652
3558,0,5,0,0,0,96,1,16,0,0,141,2,0,1,1,80,3,0,0,65,0,470,83,0,51,0,2007004,7102,1026,1015,350.5418719211823,0.0,0.49261083743842365,0.0,0.0,0.0,9.458128078817735,0.09852216748768472,1.5763546798029555,0.0,0.0,13.891625615763548,0.19704433497536944,0.0,0.09852216748768472,0.09852216748768472,7.8817733990147785,0.2955665024630542,0.0,0.0,6.403940886699508,0.0,46.30541871921182,8.177339901477833,0.0,5.024630541871921,0.0,0.010721247563352798
